Resource,type,scan_errors,license_expression,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,start_line,end_line,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance
/folies/CC-BY-2.5.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-2.5.url,,,cc-by-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-2.5.url,,,,cc-by-2.5,44.00,Creative Commons Attribution License 2.5,CC-BY-2.5,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/2.5/,http://creativecommons.org/licenses/by/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-2.5,CC-BY-2.5,https://spdx.org/licenses/CC-BY-2.5,1,1,cc-by-2.5.RULE,cc-by-2.5,[u'cc-by-2.5'],False,False,True,False,1-hash,8,8,100.00,44.00
/folies/CC-BY-3.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.shortname,,,cc-by-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.shortname,,,,cc-by-3.0,50.00,Creative Commons Attribution License 3.0,CC-BY-3.0,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/3.0/,http://creativecommons.org/licenses/by/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-3.0,CC-BY-3.0,https://spdx.org/licenses/CC-BY-3.0,1,1,spdx_license_id_cc-by-3.0_for_cc-by-3.0.RULE,cc-by-3.0,[u'cc-by-3.0'],False,False,True,False,1-hash,4,4,100.00,50.00
/folies/CC-BY-3.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.text,,,cc-by-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.text,,,,cc-by-3.0,99.93,Creative Commons Attribution License 3.0,CC-BY-3.0,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/3.0/,http://creativecommons.org/licenses/by/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-3.0,CC-BY-3.0,https://spdx.org/licenses/CC-BY-3.0,1,65,cc-by-3.0.SPDX.RULE,cc-by-3.0,[u'cc-by-3.0'],True,False,False,False,3-seq,2976,2974,99.93,100.00
/folies/CC-BY-3.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.url,,,cc-by-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-3.0.url,,,,cc-by-3.0,44.00,Creative Commons Attribution License 3.0,CC-BY-3.0,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/3.0/,http://creativecommons.org/licenses/by/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-3.0,CC-BY-3.0,https://spdx.org/licenses/CC-BY-3.0,1,1,cc-by-3.0_1.RULE,cc-by-3.0,[u'cc-by-3.0'],False,False,True,False,1-hash,8,8,100.00,44.00
/folies/CC-BY-4.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-4.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-4.0.shortname,,,cc-by-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-4.0.shortname,,,,cc-by-4.0,50.00,Creative Commons Attribution 4.0 International Public License,CC-BY-4.0,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-4.0,CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,1,1,spdx_license_id_cc-by-4.0_for_cc-by-4.0.RULE,cc-by-4.0,[u'cc-by-4.0'],False,False,True,False,1-hash,4,4,100.00,50.00
/folies/CC-BY-4.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-4.0.text,,,cc-by-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-4.0.text,,,,cc-by-4.0,99.68,Creative Commons Attribution 4.0 International Public License,CC-BY-4.0,Permissive,False,Creative Commons,http://creativecommons.org/licenses/by/4.0/,http://creativecommons.org/licenses/by/4.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-4.0,CC-BY-4.0,https://spdx.org/licenses/CC-BY-4.0,1,96,cc-by-4.0_2.RULE,cc-by-4.0,[u'cc-by-4.0'],False,True,False,False,3-seq,2529,2521,99.68,100.00
/folies/CC-BY-4.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.shortname,,,cc-by-nc-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.shortname,,,,cc-by-nc-1.0,50.00,Creative Commons Attribution Non-Commercial 1.0,CC-BY-NC-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/1.0/,http://creativecommons.org/licenses/by-nc/1.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-1.0,CC-BY-NC-1.0,https://spdx.org/licenses/CC-BY-NC-1.0,1,1,spdx_license_id_cc-by-nc-1.0_for_cc-by-nc-1.0.RULE,cc-by-nc-1.0,[u'cc-by-nc-1.0'],False,False,True,False,1-hash,5,5,100.00,50.00
/folies/CC-BY-NC-1.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.text,,,cc-by-nc-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.text,,,,cc-by-nc-1.0,99.74,Creative Commons Attribution Non-Commercial 1.0,CC-BY-NC-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/1.0/,http://creativecommons.org/licenses/by-nc/1.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-1.0,CC-BY-NC-1.0,https://spdx.org/licenses/CC-BY-NC-1.0,1,226,cc-by-nc-1.0.SPDX.RULE,cc-by-nc-1.0,[u'cc-by-nc-1.0'],True,False,False,False,3-seq,1890,1885,99.74,100.00
/folies/CC-BY-NC-1.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.url,,,cc-by-nc-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-1.0.url,,,,cc-by-nc-1.0,50.00,Creative Commons Attribution Non-Commercial 1.0,CC-BY-NC-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/1.0/,http://creativecommons.org/licenses/by-nc/1.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-1.0,CC-BY-NC-1.0,https://spdx.org/licenses/CC-BY-NC-1.0,1,1,cc-by-nc-1.0.RULE,cc-by-nc-1.0,[u'cc-by-nc-1.0'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/CC-BY-NC-2.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.shortname,,,cc-by-nc-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.shortname,,,,cc-by-nc-2.0,50.00,Creative Commons Attribution Non-Commercial 2.0,CC-BY-NC-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.0/,http://creativecommons.org/licenses/by-nc/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.0,CC-BY-NC-2.0,https://spdx.org/licenses/CC-BY-NC-2.0,1,1,spdx_license_id_cc-by-nc-2.0_for_cc-by-nc-2.0.RULE,cc-by-nc-2.0,[u'cc-by-nc-2.0'],False,False,True,False,1-hash,5,5,100.00,50.00
/folies/CC-BY-NC-2.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.text,,,cc-by-nc-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.text,,,,cc-by-nc-2.0,99.77,Creative Commons Attribution Non-Commercial 2.0,CC-BY-NC-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.0/,http://creativecommons.org/licenses/by-nc/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.0,CC-BY-NC-2.0,https://spdx.org/licenses/CC-BY-NC-2.0,1,254,cc-by-nc-2.0.SPDX.RULE,cc-by-nc-2.0,[u'cc-by-nc-2.0'],True,False,False,False,3-seq,2136,2131,99.77,100.00
/folies/CC-BY-NC-2.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.url,,,cc-by-nc-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.0.url,,,,cc-by-nc-2.0,50.00,Creative Commons Attribution Non-Commercial 2.0,CC-BY-NC-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.0/,http://creativecommons.org/licenses/by-nc/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.0,CC-BY-NC-2.0,https://spdx.org/licenses/CC-BY-NC-2.0,1,1,cc-by-nc-2.0_1.RULE,cc-by-nc-2.0,[u'cc-by-nc-2.0'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/CC-BY-NC-2.5.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.shortname,,,cc-by-nc-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.shortname,,,,cc-by-nc-2.5,50.00,Creative Commons Attribution Non-Commercial 2.5,CC-BY-NC-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.5/,http://creativecommons.org/licenses/by-nc/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.5,CC-BY-NC-2.5,https://spdx.org/licenses/CC-BY-NC-2.5,1,1,spdx_license_id_cc-by-nc-2.5_for_cc-by-nc-2.5.RULE,cc-by-nc-2.5,[u'cc-by-nc-2.5'],False,False,True,False,1-hash,5,5,100.00,50.00
/folies/CC-BY-NC-2.5.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.text,,,cc-by-nc-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.text,,,,cc-by-nc-2.5,99.82,Creative Commons Attribution Non-Commercial 2.5,CC-BY-NC-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.5/,http://creativecommons.org/licenses/by-nc/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.5,CC-BY-NC-2.5,https://spdx.org/licenses/CC-BY-NC-2.5,1,256,cc-by-nc-2.5.SPDX.RULE,cc-by-nc-2.5,[u'cc-by-nc-2.5'],True,False,False,False,3-seq,2172,2168,99.82,100.00
/folies/CC-BY-NC-2.5.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.url,,,cc-by-nc-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-2.5.url,,,,cc-by-nc-2.5,50.00,Creative Commons Attribution Non-Commercial 2.5,CC-BY-NC-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/2.5/,http://creativecommons.org/licenses/by-nc/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-2.5,CC-BY-NC-2.5,https://spdx.org/licenses/CC-BY-NC-2.5,1,1,cc-by-nc-2.5_1.RULE,cc-by-nc-2.5,[u'cc-by-nc-2.5'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/CC-BY-NC-3.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.shortname,,,cc-by-nc-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.shortname,,,,cc-by-nc-3.0,50.00,Creative Commons Attribution Non-Commercial 3.0,CC-BY-NC-3.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/3.0/,http://creativecommons.org/licenses/by-nc/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-3.0,CC-BY-NC-3.0,https://spdx.org/licenses/CC-BY-NC-3.0,1,1,spdx_license_id_cc-by-nc-3.0_for_cc-by-nc-3.0.RULE,cc-by-nc-3.0,[u'cc-by-nc-3.0'],False,False,True,False,1-hash,5,5,100.00,50.00
/folies/CC-BY-NC-3.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.text,,,cc-by-nc-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.text,,,,cc-by-nc-3.0,99.84,Creative Commons Attribution Non-Commercial 3.0,CC-BY-NC-3.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/3.0/,http://creativecommons.org/licenses/by-nc/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-3.0,CC-BY-NC-3.0,https://spdx.org/licenses/CC-BY-NC-3.0,1,347,cc-by-nc-3.0.LICENSE,cc-by-nc-3.0,[u'cc-by-nc-3.0'],True,False,False,False,3-seq,3160,3155,99.84,100.00
/folies/CC-BY-NC-3.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.url,,,cc-by-nc-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-3.0.url,,,,cc-by-nc-3.0,50.00,Creative Commons Attribution Non-Commercial 3.0,CC-BY-NC-3.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/3.0/,http://creativecommons.org/licenses/by-nc/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-3.0,CC-BY-NC-3.0,https://spdx.org/licenses/CC-BY-NC-3.0,1,1,cc-by-nc-3.0.RULE,cc-by-nc-3.0,[u'cc-by-nc-3.0'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/CC-BY-NC-4.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-4.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-4.0.shortname,,,cc-by-nc-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-4.0.shortname,,,,cc-by-nc-4.0,50.00,Creative Commons Attribution-NonCommercial 4.0 International Public License,CC-BY-NC-4.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/4.0/,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-4.0,CC-BY-NC-4.0,https://spdx.org/licenses/CC-BY-NC-4.0,1,1,spdx_license_id_cc-by-nc-4.0_for_cc-by-nc-4.0.RULE,cc-by-nc-4.0,[u'cc-by-nc-4.0'],False,False,True,False,1-hash,5,5,100.00,50.00
/folies/CC-BY-NC-4.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-4.0.text,,,cc-by-nc-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-4.0.text,,,,cc-by-nc-4.0,97.01,Creative Commons Attribution-NonCommercial 4.0 International Public License,CC-BY-NC-4.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/4.0/,http://creativecommons.org/licenses/by-nc/4.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-4.0,CC-BY-NC-4.0,https://spdx.org/licenses/CC-BY-NC-4.0,1,97,cc-by-nc-4.0.SPDX.RULE,cc-by-nc-4.0,[u'cc-by-nc-4.0'],False,True,False,False,3-seq,2678,2598,97.01,100.00
/folies/CC-BY-NC-4.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.shortname,,,cc-by-nc-nd-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.shortname,,,,cc-by-nc-nd-1.0,50.00,Creative Commons Attribution Non-Commercial No Derivatives License 1.0,CC-BY-NC-ND-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nd-nc/1.0/,http://creativecommons.org/licenses/by-nd-nc/1.0/,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-1.0,CC-BY-NC-ND-1.0,https://spdx.org/licenses/CC-BY-NC-ND-1.0,1,1,spdx_license_id_cc-by-nc-nd-1.0_for_cc-by-nc-nd-1.0.RULE,cc-by-nc-nd-1.0,[u'cc-by-nc-nd-1.0'],False,False,True,False,1-hash,6,6,100.00,50.00
/folies/CC-BY-NC-ND-1.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.text,,,cc-by-nc-nd-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.text,,,,cc-by-nc-nd-1.0,99.77,Creative Commons Attribution Non-Commercial No Derivatives License 1.0,CC-BY-NC-ND-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nd-nc/1.0/,http://creativecommons.org/licenses/by-nd-nc/1.0/,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-1.0,CC-BY-NC-ND-1.0,https://spdx.org/licenses/CC-BY-NC-ND-1.0,1,213,cc-by-nc-nd-1.0.LICENSE,cc-by-nc-nd-1.0,[u'cc-by-nc-nd-1.0'],True,False,False,False,3-seq,1745,1741,99.77,100.00
/folies/CC-BY-NC-ND-1.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.url,,,cc-by-nc-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-1.0.url,,,,cc-by-nc-1.0,45.00,Creative Commons Attribution Non-Commercial 1.0,CC-BY-NC-1.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc/1.0/,http://creativecommons.org/licenses/by-nc/1.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-1.0,CC-BY-NC-1.0,https://spdx.org/licenses/CC-BY-NC-1.0,1,1,cc-by-nc-1.0.RULE,cc-by-nc-1.0,[u'cc-by-nc-1.0'],False,False,True,False,3-seq,9,9,100.00,50.00
/folies/CC-BY-NC-ND-2.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.shortname,,,cc-by-nc-nd-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.shortname,,,,cc-by-nc-nd-2.0,50.00,Creative Commons Attribution Non-Commercial No Derivatives License 2.0,CC-BY-NC-ND-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://creativecommons.org/licenses/by-nc-nd/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.0,CC-BY-NC-ND-2.0,https://spdx.org/licenses/CC-BY-NC-ND-2.0,1,1,spdx_license_id_cc-by-nc-nd-2.0_for_cc-by-nc-nd-2.0.RULE,cc-by-nc-nd-2.0,[u'cc-by-nc-nd-2.0'],False,False,True,False,1-hash,6,6,100.00,50.00
/folies/CC-BY-NC-ND-2.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.text,,,cc-by-nc-nd-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.text,,,,cc-by-nc-nd-2.0,99.70,Creative Commons Attribution Non-Commercial No Derivatives License 2.0,CC-BY-NC-ND-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://creativecommons.org/licenses/by-nc-nd/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.0,CC-BY-NC-ND-2.0,https://spdx.org/licenses/CC-BY-NC-ND-2.0,1,237,cc-by-nc-nd-2.0.SPDX.RULE,cc-by-nc-nd-2.0,[u'cc-by-nc-nd-2.0'],True,False,False,False,3-seq,1997,1991,99.70,100.00
/folies/CC-BY-NC-ND-2.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.url,,,cc-by-nc-nd-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.0.url,,,,cc-by-nc-nd-2.0,55.00,Creative Commons Attribution Non-Commercial No Derivatives License 2.0,CC-BY-NC-ND-2.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.0/,http://creativecommons.org/licenses/by-nc-nd/2.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.0,CC-BY-NC-ND-2.0,https://spdx.org/licenses/CC-BY-NC-ND-2.0,1,1,cc-by-nc-nd-2.0_1.RULE,cc-by-nc-nd-2.0,[u'cc-by-nc-nd-2.0'],False,False,True,False,1-hash,10,10,100.00,55.00
/folies/CC-BY-NC-ND-2.5.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.shortname,,,cc-by-nc-nd-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.shortname,,,,cc-by-nc-nd-2.5,50.00,Creative Commons Attribution Non-Commercial No Derivatives License 2.5,CC-BY-NC-ND-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.5/,http://creativecommons.org/licenses/by-nc-nd/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.5,CC-BY-NC-ND-2.5,https://spdx.org/licenses/CC-BY-NC-ND-2.5,1,1,spdx_license_id_cc-by-nc-nd-2.5_for_cc-by-nc-nd-2.5.RULE,cc-by-nc-nd-2.5,[u'cc-by-nc-nd-2.5'],False,False,True,False,1-hash,6,6,100.00,50.00
/folies/CC-BY-NC-ND-2.5.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.text,,,cc-by-nc-nd-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.text,,,,cc-by-nc-nd-2.5,99.75,Creative Commons Attribution Non-Commercial No Derivatives License 2.5,CC-BY-NC-ND-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.5/,http://creativecommons.org/licenses/by-nc-nd/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.5,CC-BY-NC-ND-2.5,https://spdx.org/licenses/CC-BY-NC-ND-2.5,1,241,cc-by-nc-nd-2.5.SPDX.RULE,cc-by-nc-nd-2.5,[u'cc-by-nc-nd-2.5'],True,False,False,False,3-seq,2036,2031,99.75,100.00
/folies/CC-BY-NC-ND-2.5.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.url,,,cc-by-nc-nd-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-2.5.url,,,,cc-by-nc-nd-2.5,55.00,Creative Commons Attribution Non-Commercial No Derivatives License 2.5,CC-BY-NC-ND-2.5,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/2.5/,http://creativecommons.org/licenses/by-nc-nd/2.5/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-2.5,CC-BY-NC-ND-2.5,https://spdx.org/licenses/CC-BY-NC-ND-2.5,1,1,cc-by-nc-nd-2.5.RULE,cc-by-nc-nd-2.5,[u'cc-by-nc-nd-2.5'],False,False,True,False,1-hash,10,10,100.00,55.00
/folies/CC-BY-NC-ND-3.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.shortname,,,cc-by-nc-nd-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.shortname,,,,cc-by-nc-nd-3.0,50.00,Creative Commons Attribution Non-Commercial No Derivatives License 3.0,CC-BY-NC-ND-3.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/3.0/,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-3.0,CC-BY-NC-ND-3.0,https://spdx.org/licenses/CC-BY-NC-ND-3.0,1,1,spdx_license_id_cc-by-nc-nd-3.0_for_cc-by-nc-nd-3.0.RULE,cc-by-nc-nd-3.0,[u'cc-by-nc-nd-3.0'],False,False,True,False,1-hash,6,6,100.00,50.00
/folies/CC-BY-NC-ND-3.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.text,,,cc-by-nc-nd-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.text,,,,cc-by-nc-nd-3.0,99.83,Creative Commons Attribution Non-Commercial No Derivatives License 3.0,CC-BY-NC-ND-3.0,Free Restricted,False,Creative Commons,http://creativecommons.org/licenses/by-nc-nd/3.0/,http://creativecommons.org/licenses/by-nc-nd/3.0/legalcode,https://enterprise.dejacode.com/urn/urn:dje:license:cc-by-nc-nd-3.0,CC-BY-NC-ND-3.0,https://spdx.org/licenses/CC-BY-NC-ND-3.0,1,319,cc-by-nc-nd-3.0.LICENSE,cc-by-nc-nd-3.0,[u'cc-by-nc-nd-3.0'],True,False,False,False,3-seq,2880,2875,99.83,100.00
/folies/CC-BY-NC-ND-3.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/CC-BY-NC-ND-3.0.url,,,cc-by-nc-nd-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
