Resource,type,scan_errors,license_expression,license__key,license__score,license__name,license__short_name,license__category,license__is_exception,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,start_line,end_line,matched_rule__identifier,matched_rule__license_expression,matched_rule__licenses,matched_rule__is_license_text,matched_rule__is_license_notice,matched_rule__is_license_reference,matched_rule__is_license_tag,matched_rule__matcher,matched_rule__rule_length,matched_rule__matched_length,matched_rule__match_coverage,matched_rule__rule_relevance
/folies/Hacktivismo.text,,,,unknown,16.00,Unknown license detected but not recognized,unknown,Unstated License,False,Unspecified,,,https://enterprise.dejacode.com/urn/urn:dje:license:unknown,,,179,179,unknown_25.RULE,unknown,[u'unknown'],False,False,True,False,2-aho,3,3,100.00,16.00
/folies/Hacktivismo.text,,,,unknown,11.00,Unknown license detected but not recognized,unknown,Unstated License,False,Unspecified,,,https://enterprise.dejacode.com/urn/urn:dje:license:unknown,,,211,211,unknown_28.RULE,unknown,[u'unknown'],False,False,True,False,2-aho,2,2,100.00,11.00
/folies/Hacktivismo.text,,,,unknown,11.00,Unknown license detected but not recognized,unknown,Unstated License,False,Unspecified,,,https://enterprise.dejacode.com/urn/urn:dje:license:unknown,,,219,219,unknown_28.RULE,unknown,[u'unknown'],False,False,True,False,2-aho,2,2,100.00,11.00
/folies/Hacktivismo.text,,,,gpl-2.0,56.38,GNU General Public License 2.0,GPL 2.0,Copyleft,False,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0-only,https://spdx.org/licenses/GPL-2.0-only,235,237,gpl-2.0_19.RULE,gpl-2.0,[u'gpl-2.0'],False,True,False,False,3-seq,174,109,62.64,90.00
/folies/Hacktivismo.text,,,,gpl-2.0,16.67,GNU General Public License 2.0,GPL 2.0,Copyleft,False,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0-only,https://spdx.org/licenses/GPL-2.0-only,319,319,gpl-2.0_136.RULE,gpl-2.0,[u'gpl-2.0'],False,True,False,False,3-seq,66,11,16.67,100.00
/folies/Hacktivismo.text,,,,gpl-3.0-plus,17.65,GNU General Public License 3.0 or later,GPL 3.0 or later,Copyleft,False,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-3.0-standalone.html,http://www.gnu.org/licenses/gpl-3.0-standalone.html,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-3.0-plus,GPL-3.0-or-later,https://spdx.org/licenses/GPL-3.0-or-later,321,321,gpl-3.0-plus_21.RULE,gpl-3.0-plus,[u'gpl-3.0-plus'],False,True,False,False,3-seq,34,6,17.65,100.00
/folies/Hacktivismo.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.text,,,hauppauge-firmware-eula,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.text,,,hauppauge-firmware-oem,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Hauppauge.text,,,,hauppauge-firmware-eula,100.00,Hauppauge Firmware EULA,Hauppauge Firmware EULA,Proprietary Free,False,Hauppauge,https://lists.debian.org/debian-devel/2007/02/msg00498.html,,https://enterprise.dejacode.com/urn/urn:dje:license:hauppauge-firmware-eula,,,18,128,hauppauge-firmware-eula.LICENSE,hauppauge-firmware-eula,[u'hauppauge-firmware-eula'],True,False,False,False,2-aho,915,915,100.00,100.00
/folies/Hauppauge.text,,,,hauppauge-firmware-oem,100.00,Hauppauge Firmware OEM License,Hauppauge Firmware OEM License,Proprietary Free,False,Hauppauge,https://lists.debian.org/debian-devel/2007/02/msg00498.html,,https://enterprise.dejacode.com/urn/urn:dje:license:hauppauge-firmware-oem,,,132,280,hauppauge-firmware-oem.LICENSE,hauppauge-firmware-oem,[u'hauppauge-firmware-oem'],True,False,False,False,2-aho,1284,1284,100.00,100.00
/folies/Hauppauge.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.text,,,helix,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.text,,,,helix,100.00,Helix DNA Technology Binary Research Use License,Helix DNA License,Proprietary Free,False,RealNetworks,https://helixcommunity.org/beula/,https://helixcommunity.org/beula/,https://enterprise.dejacode.com/urn/urn:dje:license:helix,,,1,39,helix.LICENSE,helix,[u'helix'],True,False,False,False,1-hash,1770,1770,100.00,100.00
/folies/Helix.RealNetworks-EULA.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.url,,,helix,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Helix.RealNetworks-EULA.url,,,,helix,22.00,Helix DNA Technology Binary Research Use License,Helix DNA License,Proprietary Free,False,RealNetworks,https://helixcommunity.org/beula/,https://helixcommunity.org/beula/,https://enterprise.dejacode.com/urn/urn:dje:license:helix,,,1,1,helix.RULE,helix,[u'helix'],False,False,True,False,1-hash,4,4,100.00,22.00
/folies/HP.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.text,,,hp,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.text,,,,hp,100.00,HP Non-Commercial License,HP Non-Commercial License,Proprietary Free,False,HP - Hewlett Packard,http://h30097.www3.hp.com/hp_sw_license.html,http://h30097.www3.hp.com/hp_sw_license.html,https://enterprise.dejacode.com/urn/urn:dje:license:hp,,,1,16,hp.LICENSE,hp,[u'hp'],True,False,False,False,1-hash,623,623,100.00,100.00
/folies/HP.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.url,,,hp,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HP.url,,,,hp,50.00,HP Non-Commercial License,HP Non-Commercial License,Proprietary Free,False,HP - Hewlett Packard,http://h30097.www3.hp.com/hp_sw_license.html,http://h30097.www3.hp.com/hp_sw_license.html,https://enterprise.dejacode.com/urn/urn:dje:license:hp,,,1,1,hp.RULE,hp,[u'hp'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/HPND.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HPND.fullname,,,historical,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HPND.fullname,,,,historical,27.00,Historical Permission Notice and Disclaimer,Historical Permission Notice and Disclaimer,Permissive,False,OSI - Open Source Initiative,http://www.opensource.org/licenses/historical.php,http://www.opensource.org/licenses/historical.php,https://enterprise.dejacode.com/urn/urn:dje:license:historical,HPND,https://spdx.org/licenses/HPND,1,1,historical_1.RULE,historical,[u'historical'],False,False,True,False,1-hash,5,5,100.00,27.00
/folies/HPND.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HPND.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HPND.text,,,historical,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HPND.text,,,,historical,100.00,Historical Permission Notice and Disclaimer,Historical Permission Notice and Disclaimer,Permissive,False,OSI - Open Source Initiative,http://www.opensource.org/licenses/historical.php,http://www.opensource.org/licenses/historical.php,https://enterprise.dejacode.com/urn/urn:dje:license:historical,HPND,https://spdx.org/licenses/HPND,1,7,historical.SPDX.RULE,historical,[u'historical'],True,False,False,False,1-hash,175,175,100.00,100.00
/folies/HPND.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.text,,,bsd-new,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.text,,,bsd-new,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/HSQLDB.text,,,,bsd-new,97.22,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,8,32,bsd-new_271.RULE,bsd-new,[u'bsd-new'],True,False,False,False,3-seq,216,210,97.22,100.00
/folies/HSQLDB.text,,,,bsd-new,97.69,BSD-3-Clause,BSD-3-Clause,Permissive,False,Regents of the University of California,http://www.opensource.org/licenses/BSD-3-Clause,http://www.opensource.org/licenses/BSD-3-Clause,https://enterprise.dejacode.com/urn/urn:dje:license:bsd-new,BSD-3-Clause,https://spdx.org/licenses/BSD-3-Clause,40,64,bsd-new_271.RULE,bsd-new,[u'bsd-new'],True,False,False,False,3-seq,216,211,97.69,100.00
/folies/HSQLDB.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IBM-pibs.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IBM-pibs.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IBM-pibs.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IBM-pibs.text,,,ibm-pibs,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IBM-pibs.text,,,,ibm-pibs,99.29,IBM PowerPC Initialization and Boot Software,IBM PowerPC Software,Permissive,False,IBM,http://git.denx.de/?p=u-boot.git;a=blob;f=arch/powerpc/cpu/ppc4xx/miiphy.c;h=297155fdafa064b955e53e9832de93bfb0cfb85b;hb=9fab4bf4cc077c21e43941866f3f2c196f28670d,http://git.denx.de/?p=u-boot.git;a=blob;f=arch/powerpc/cpu/ppc4xx/miiphy.c;h=297155fdafa064b955e53e9832de93bfb0cfb85b;hb=9fab4bf4cc077c21e43941866f3f2c196f28670d,https://enterprise.dejacode.com/urn/urn:dje:license:ibm-pibs,IBM-pibs,https://spdx.org/licenses/IBM-pibs,1,7,ibm-pibs.LICENSE,ibm-pibs,[u'ibm-pibs'],True,False,False,False,3-seq,139,139,100.00,100.00
/folies/IBM-pibs.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ICU.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ICU.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ICU.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ICU.text,,,x11,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ICU.text,,,,x11,99.61,X11 License,X11 License,Permissive,False,"XFree86 Project, Inc",http://www.xfree86.org/3.3.6/COPYRIGHT2.html,http://www.xfree86.org/3.3.6/COPYRIGHT2.html,https://enterprise.dejacode.com/urn/urn:dje:license:x11,ICU,https://spdx.org/licenses/ICU,1,12,ibm-icu_1.RULE,x11,[u'x11'],False,True,False,False,3-seq,255,254,99.61,100.00
/folies/ICU.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.fullname,,,ijg,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.fullname,,,,ijg,22.00,Independent JPEG Group License,JPEG License,Permissive,False,IJG - Independent JPEG Group,http://fedoraproject.org/wiki/Licensing/IJG,http://fedoraproject.org/wiki/Licensing/IJG,https://enterprise.dejacode.com/urn/urn:dje:license:ijg,IJG,https://spdx.org/licenses/IJG,1,1,ijg_5.RULE,ijg,[u'ijg'],False,False,True,False,1-hash,4,4,100.00,22.00
/folies/IJG.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.text,,,ijg,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IJG.text,,,,ijg,100.00,Independent JPEG Group License,JPEG License,Permissive,False,IJG - Independent JPEG Group,http://fedoraproject.org/wiki/Licensing/IJG,http://fedoraproject.org/wiki/Licensing/IJG,https://enterprise.dejacode.com/urn/urn:dje:license:ijg,IJG,https://spdx.org/licenses/IJG,1,88,ijg_6.RULE,ijg,[u'ijg'],True,False,False,False,1-hash,695,695,100.00,100.00
/folies/IJG.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ImageMagick.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ImageMagick.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ImageMagick.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ImageMagick.text,,,apache-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ImageMagick.text,,,,apache-2.0,97.01,Apache License 2.0,Apache 2.0,Permissive,False,Apache Software Foundation,http://www.apache.org/licenses/,http://www.apache.org/licenses/LICENSE-2.0,https://enterprise.dejacode.com/urn/urn:dje:license:apache-2.0,Apache-2.0,https://spdx.org/licenses/Apache-2.0,1,61,apache-2.0.LICENSE,apache-2.0,[u'apache-2.0'],True,False,False,False,3-seq,1608,1560,97.01,100.00
/folies/ImageMagick.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.fullname,,,imlib2,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.fullname,,,,imlib2,50.00,Imlib2 License,Imlib2 License,Copyleft Limited,False,Enlightenment,http://trac.enlightenment.org/e/browser/trunk/imlib2/COPYING,https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#enna,https://enterprise.dejacode.com/urn/urn:dje:license:imlib2,Imlib2,https://spdx.org/licenses/Imlib2,1,1,spdx_license_id_imlib2_for_imlib2.RULE,imlib2,[u'imlib2'],False,False,True,False,2-aho,1,1,100.00,50.00
/folies/Imlib2.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.shortname,,,imlib2,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.shortname,,,,imlib2,50.00,Imlib2 License,Imlib2 License,Copyleft Limited,False,Enlightenment,http://trac.enlightenment.org/e/browser/trunk/imlib2/COPYING,https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#enna,https://enterprise.dejacode.com/urn/urn:dje:license:imlib2,Imlib2,https://spdx.org/licenses/Imlib2,1,1,spdx_license_id_imlib2_for_imlib2.RULE,imlib2,[u'imlib2'],False,False,True,False,1-hash,1,1,100.00,50.00
/folies/Imlib2.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.text,,,imlib2,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.text,,,,imlib2,100.00,Imlib2 License,Imlib2 License,Copyleft Limited,False,Enlightenment,http://trac.enlightenment.org/e/browser/trunk/imlib2/COPYING,https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#enna,https://enterprise.dejacode.com/urn/urn:dje:license:imlib2,Imlib2,https://spdx.org/licenses/Imlib2,1,33,imlib2.LICENSE,imlib2,[u'imlib2'],True,False,False,False,1-hash,320,320,100.00,100.00
/folies/Imlib2.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.url,,,imlib2,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Imlib2.url,,,,imlib2,50.00,Imlib2 License,Imlib2 License,Copyleft Limited,False,Enlightenment,http://trac.enlightenment.org/e/browser/trunk/imlib2/COPYING,https://fedoraproject.org/wiki/Licensing:MIT?rd=Licensing/MIT#enna,https://enterprise.dejacode.com/urn/urn:dje:license:imlib2,Imlib2,https://spdx.org/licenses/Imlib2,1,1,spdx_license_id_imlib2_for_imlib2.RULE,imlib2,[u'imlib2'],False,False,True,False,2-aho,1,1,100.00,50.00
/folies/info-zip.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.text,,,info-zip-2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.text,,,,info-zip-2009-01,91.49,Info-Zip License 2009-01,Info-Zip License 2009-01,Permissive,False,info-zip,http://www.info-zip.org/,ftp://ftp.info-zip.org/pub/infozip/license.html,https://enterprise.dejacode.com/urn/urn:dje:license:info-zip-2009-01,,,1,17,info-zip-2009-01.LICENSE,info-zip-2009-01,[u'info-zip-2009-01'],True,False,False,False,3-seq,529,484,91.49,100.00
/folies/info-zip.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.url,,,info-zip-2009-01,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/info-zip.url,,,,info-zip-2009-01,50.00,Info-Zip License 2009-01,Info-Zip License 2009-01,Permissive,False,info-zip,http://www.info-zip.org/,ftp://ftp.info-zip.org/pub/infozip/license.html,https://enterprise.dejacode.com/urn/urn:dje:license:info-zip-2009-01,,,1,1,info-zip-2009-01_2.RULE,info-zip-2009-01,[u'info-zip-2009-01'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/Intel-WLAN.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel-WLAN.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel-WLAN.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel-WLAN.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel.text,,,intel-bsd-export-control,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Intel.text,,,,intel-bsd-export-control,100.00,Intel BSD - Export Control,Intel BSD - Export Control,Permissive,False,Intel Corporation,http://opensource.org/licenses/intel-open-source-license.html,,https://enterprise.dejacode.com/urn/urn:dje:license:intel-bsd-export-control,Intel,https://spdx.org/licenses/Intel,1,11,intel-bsd-export-control.SPDX.RULE,intel-bsd-export-control,[u'intel-bsd-export-control'],True,False,False,False,1-hash,316,316,100.00,100.00
/folies/Intel.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase-1.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase-1.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase-1.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase-1.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.url,,,interbase-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Interbase.url,,,,interbase-1.0,50.00,Interbase Public License 1.0,Interbase Public License 1.0,Copyleft,False,Borland,http://info.borland.com/devsupport/interbase/opensource/IPL.html,https://web.archive.org/web/20060319014854/http://info.borland.com/devsupport/interbase/opensource/IPL.html,https://enterprise.dejacode.com/urn/urn:dje:license:interbase-1.0,Interbase-1.0,https://spdx.org/licenses/Interbase-1.0,1,1,interbase-1.0.RULE,interbase-1.0,[u'interbase-1.0'],False,False,True,False,1-hash,9,9,100.00,50.00
/folies/IPA.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPA.fullname,,,ipa-font,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPA.fullname,,,,ipa-font,16.00,IPA Font License Agreement v1.0,IPA Font License 1.0,Copyleft Limited,False,OSI - Open Source Initiative,http://opensource.org/licenses/ipafont.html,http://opensource.org/licenses/ipafont.html,https://enterprise.dejacode.com/urn/urn:dje:license:ipa-font,IPA,https://spdx.org/licenses/IPA,1,1,ipa-font_1.RULE,ipa-font,[u'ipa-font'],False,False,True,False,1-hash,3,3,100.00,16.00
/folies/IPA.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPA.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPA.text,,,ipa-font,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPA.text,,,,ipa-font,100.00,IPA Font License Agreement v1.0,IPA Font License 1.0,Copyleft Limited,False,OSI - Open Source Initiative,http://opensource.org/licenses/ipafont.html,http://opensource.org/licenses/ipafont.html,https://enterprise.dejacode.com/urn/urn:dje:license:ipa-font,IPA,https://spdx.org/licenses/IPA,1,93,ipa-font.LICENSE,ipa-font,[u'ipa-font'],True,False,False,False,1-hash,1443,1443,100.00,100.00
/folies/IPA.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.shortname,,,ibmpl-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.shortname,,,,ibmpl-1.0,50.00,IBM Public License,IPL 1.0,Copyleft Limited,False,IBM,http://www.opensource.org/licenses/ibmpl.php,http://www.opensource.org/licenses/ibmpl.php,https://enterprise.dejacode.com/urn/urn:dje:license:ibmpl-1.0,IPL-1.0,https://spdx.org/licenses/IPL-1.0,1,1,spdx_license_id_ipl-1.0_for_ibmpl-1.0.RULE,ibmpl-1.0,[u'ibmpl-1.0'],False,False,True,False,1-hash,3,3,100.00,50.00
/folies/IPL-1.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.text,,,ibmpl-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.text,,,,ibmpl-1.0,100.00,IBM Public License,IPL 1.0,Copyleft Limited,False,IBM,http://www.opensource.org/licenses/ibmpl.php,http://www.opensource.org/licenses/ibmpl.php,https://enterprise.dejacode.com/urn/urn:dje:license:ibmpl-1.0,IPL-1.0,https://spdx.org/licenses/IPL-1.0,1,67,ibmpl-1.0.LICENSE,ibmpl-1.0,[u'ibmpl-1.0'],True,False,False,False,1-hash,1740,1740,100.00,100.00
/folies/IPL-1.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.url,,,ibmpl-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/IPL-1.0.url,,,,ibmpl-1.0,38.00,IBM Public License,IPL 1.0,Copyleft Limited,False,IBM,http://www.opensource.org/licenses/ibmpl.php,http://www.opensource.org/licenses/ibmpl.php,https://enterprise.dejacode.com/urn/urn:dje:license:ibmpl-1.0,IPL-1.0,https://spdx.org/licenses/IPL-1.0,1,1,ibmpl-1.0_2.RULE,ibmpl-1.0,[u'ibmpl-1.0'],False,False,True,False,1-hash,7,7,100.00,38.00
/folies/ISC.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.text,,,isc,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.text,,,,isc,96.49,ISC License,ISC License,Permissive,False,ISC - Internet Systems Consortium,https://www.isc.org/software/license,http://fedoraproject.org/wiki/Licensing:MIT#Old_Style_with_legal_disclaimer_2,https://enterprise.dejacode.com/urn/urn:dje:license:isc,ISC,https://spdx.org/licenses/ISC,1,8,isc_13.RULE,isc,[u'isc'],True,False,False,False,3-seq,114,110,96.49,100.00
/folies/ISC.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.url,,,isc,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/ISC.url,,,,isc,33.00,ISC License,ISC License,Permissive,False,ISC - Internet Systems Consortium,https://www.isc.org/software/license,http://fedoraproject.org/wiki/Licensing:MIT#Old_Style_with_legal_disclaimer_2,https://enterprise.dejacode.com/urn/urn:dje:license:isc,ISC,https://spdx.org/licenses/ISC,1,1,isc_4.RULE,isc,[u'isc'],False,False,True,False,1-hash,6,6,100.00,33.00
/folies/Jabber-1.0.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.text,,,josl-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.text,,,,josl-1.0,100.00,Jabber Open Source License 1.0,Jabber 1.0,Copyleft Limited,False,Jabber Technology,http://www.opensource.org/licenses/jabberpl.php,http://code.google.com/p/jabber-net/source/browse/branches/RELEASE_1_0/LICENSE.txt,https://enterprise.dejacode.com/urn/urn:dje:license:josl-1.0,,,1,149,josl-1.0.LICENSE,josl-1.0,[u'josl-1.0'],True,False,False,False,1-hash,4076,4076,100.00,100.00
/folies/Jabber-1.0.url,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.url,,,josl-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/Jabber-1.0.url,,,,josl-1.0,38.00,Jabber Open Source License 1.0,Jabber 1.0,Copyleft Limited,False,Jabber Technology,http://www.opensource.org/licenses/jabberpl.php,http://code.google.com/p/jabber-net/source/browse/branches/RELEASE_1_0/LICENSE.txt,https://enterprise.dejacode.com/urn/urn:dje:license:josl-1.0,,,1,1,josl-1.0.RULE,josl-1.0,[u'josl-1.0'],False,False,True,False,1-hash,7,7,100.00,38.00
/folies/JISP.fullname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/JISP.shortname,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/JISP.text,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/JISP.text,,,nilsson-historical,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/JISP.text,,,libpng,,,,,,,,,,,,,,,,,,,,,,,,,,
/folies/JISP.text,,,,nilsson-historical,17.86,Nilsson Historical License,Nilsson Historical License,Permissive,False,Hans-Peter Nilsson,,,https://enterprise.dejacode.com/urn/urn:dje:license:nilsson-historical,,,15,16,nilsson-historical.LICENSE,nilsson-historical,[u'nilsson-historical'],True,False,False,False,3-seq,56,10,17.86,100.00
